Job Title,Company,Location,Job Description,Job link
Research Scientist,Goodfire,"San Francisco Bay Area, ▪ ...","In this role, you'll develop new techniques for understanding and steering large AI models as a Research Scientist.
Conduct original research in interpretability and related fields to advance model understanding.
Prototype techniques to visualize and manipulate internal model structures.
Collaborate with engineering to transform research into production-ready tools.
Share your work through publications, demos, and open-source contributions while helping define research direction.",https://job-boards.greenhouse.io/goodfire/jobs/4746990008
Research Engineer,Goodfire,"San Francisco Bay Area, ▪ ...","In this role, you'll build systems that power cutting-edge AI interpretability research while analyzing and steering large models.
Develop robust tooling for analyzing and visualizing model internals.
Optimize pipelines and infrastructure for large-scale interpretability workflows.
Partner with researchers to iterate quickly on experimental techniques.
Deploy interpretability tools into product and production contexts while ensuring system reliability and performance.",https://job-boards.greenhouse.io/goodfire/jobs/4746983008
Senior Software Security Engineer,Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ ...","In this role, you'll build security for large-scale AI clusters and implement robust cloud security architecture to safeguard Anthropic's AI systems.
Design secure-by-design workflows across services and cloud infrastructure, leveraging AWS/GCP security services and Kubernetes security.
Implement critical security infrastructure and secure development practices to maintain user trust.
Mentor engineers on security best practices and contribute to team growth.
Partner with research and product teams to ensure security is integrated throughout Anthropic's AI systems.",https://boards.greenhouse.io/anthropic/jobs/4887959008
"Operations, Communications and Research Manager",Legal Advocates for Safe Science and Technology,"Remote, USA, ▪ ...","In this role, you'll serve as a generalist keeping LASST running smoothly while supporting its mission to make science and technology safer.
Manage operations including payroll, finance, compliance, and administrative systems to ensure organizational efficiency.
Create and maintain communications through website updates, content drafting, social media management, and press relations.
Conduct fact research to support impact litigation, investigations, and public advocacy campaigns.
Coordinate project management, stakeholder tracking, and document organization.",https://docs.google.com/document/d/1xKv6O1kF_-PX0jLedXEXGKMgqgFa5BtLfSy9QO1I8_Q/edit?usp=sharing
"Research Engineer / Scientist, Safety Oversight",OpenAI,"San Francisco Bay Area, ▪ ...","In this role, you'll develop and refine AI monitor models to detect and mitigate misuse and misalignment in frontier AI systems.
Set research directions and strategies to make AI systems safer, more aligned, and more robust.
Design effective red-teaming pipelines to examine the end-to-end robustness of safety systems.
Conduct applied research to improve models' ability to reason about human values.
Collaborate with cross-functional teams to ensure products meet the highest safety standards.",https://openai.com/careers/research-engineer-scientist-safety-oversight-san-francisco/
"Security Researcher, Trusted Computing and Cryptography",OpenAI,"Remote, USA, ▪ ...","In this role, you'll lead efforts to map, characterize, and prioritize cross-layer vulnerabilities in advanced AI systems across the entire AI lifecycle.
Build an AI Stack Threat Map covering data pipelines, training/inference runtimes, and system components.
Deliver in-depth vulnerability reports focusing on systemic, cross-layer risks.
Orchestrate inputs across multiple teams to produce actionable security outputs.
Engage with external partners as OpenAI's primary technical representative on security matters.",https://openai.com/careers/security-researcher-trusted-computing-and-cryptography-remote-us/
"Research Professional, Development Innovation Lab","University of Chicago, Development Innovation Lab","Chicago, IL, ▪ ...","In this role, you'll collaborate on research in development economics with Nobel laureate Michael Kremer at the University of Chicago's Development Innovation Lab.
Support data collection by developing instruments, training research personnel, and monitoring data quality.
Analyze data by building and maintaining project databases and conducting statistical analyses.
Conduct literature reviews and help write reports, manuscripts, and research documents.
Present research findings at staff meetings, seminars, and scientific conferences.",https://job-boards.greenhouse.io/universityofchicago/jobs/7478579003
Software Engineer,CivAI,"San Francisco Bay Area, ▪ ...","In this role, you will be responsible for conceiving of, and building end-to-end, the software demonstrations that are at the core of the organisation's mission.
Build demonstrations from end to end, acting as a creative and conscientious hacker on a collaborative team.
Write quality software with considered UI/UX, ensuring products are robust and performant for public demos.
Come up with new demonstrations that audiences will find meaningful.
Use a variety of frontier AI systems and maintain awareness of AI progress to educate audiences and inform new demonstrations.",https://civai.org/jobs/software-engineer
"Hardware Security Engineer, Trusted Computing and Cryptography",OpenAI,"Remote, USA, ▪ ...","In this role, you'll own hardware security at OpenAI by co-designing secure chipsets and integrating cryptographic techniques into production systems.
Collaborate with hardware vendors and cross-functional teams to design future secure hardware meeting performance and cryptographic needs.
Develop performance-critical code in Rust, Python, and C/C++ for cryptographic libraries and secure key management systems.
Architect and deploy systems using TPM2, Secure Boot, Nitro Enclaves, and other secure hardware technologies.",https://openai.com/careers/hardware-security-engineer-trusted-computing-and-cryptography-remote-us/
"Software Engineer, Security Observability",OpenAI,"San Francisco Bay Area, ▪ ...","In this role, you'll build secure, scalable systems that enhance security observability infrastructure across OpenAI.
Design and develop software systems that facilitate security observability across the infrastructure.
Build and maintain data pipelines that centralize security-relevant data from diverse sources.
Improve the resilience and reliability of data systems to ensure high platform availability.
Collaborate with Detection and Response teams to reduce security risks and support forensic investigations.",https://openai.com/careers/software-engineer-security-observability-san-francisco/
"Research Engineer, AI Safety",Beneficial AI Foundation,"Remote, Global, ▪ Boston metro area, ▪ ...","In this role, you'll work with Max Tegmark at the Beneficial AI Foundation to develop AI tools for formal verification of AI systems.
Contribute to research on creating verified code that implements machine-learned algorithms rather than deploying untrusted neural networks.
Apply formal verification techniques to ensure powerful AI systems remain under human control.
Develop mathematical frameworks and programming solutions at the intersection of formal verification and machine learning.
Work independently on projects aimed at addressing safety challenges of advanced AI systems.",https://docs.google.com/forms/d/1irecYvgyrSR-5r8hN8qAXumheEuz02TtRgFp-QxYheY/viewform?edit_requested=true
"Research Analyst, Commons",GiveWell,"USA, ▪ ...","In this role, you'll support GiveWell's research team in identifying cost-effective global health giving opportunities that impact hundreds of millions in funding decisions.
Quality check published materials and spreadsheets to ensure accuracy and transparency.
Write public summaries of grant decisions and answer defined research questions through desk research.
Update cost-effectiveness analyses based on new information and summarize monitoring reports from grantees.
Explore AI tools to increase team efficiency while providing project management support across research subteams.",https://grnh.se/0b4ueh0k8us
"Security Engineer, Agent Security",OpenAI,"San Francisco Bay Area, ▪ ...","In this role, you'll architect security controls and frameworks for OpenAI's cutting-edge agentic AI systems.
Design and implement identity, network, and runtime-level defenses that integrate with Agent Infrastructure.
Build production-grade security tooling to harden safety monitoring pipelines for agent executions at scale.
Collaborate cross-functionally with infrastructure, product, research, and safety teams to balance security and usability.
Influence the long-term Agent Security roadmap and help define industry standards for securing autonomous AI.",https://openai.com/careers/security-engineer-agent-security-san-francisco/
Supreme Court Fellows Program,Supreme Court of the United States,"Washington, DC, ▪ ...","This fellowship program offers exposure to federal court administration and judicial system operations.
Gain practical experience in judicial administration, policy development, and education at one of four federal judiciary agencies.
Produce publishable-quality research on a topic relevant to your agency placement.
Attend enrichment activities including Supreme Court oral arguments, luncheon seminars, and meetings with jurists.
Collaborate with other Fellows while developing your academic research agenda during this one-year appointment in Washington, D.C.",https://www.supremecourt.gov/fellows/AboutFellowships.aspx
"Boren Fellowships / Boren Scholarships, Boren Awards Fund","US Government, Department of Defense","USA, ▪ ...","In this role, you'll receive funding for study abroad in world regions critical to U.S. interests while committing to federal service.
Study critical languages like Arabic, Mandarin, Portuguese, Russian, or Swahili in underrepresented regions.
Immerse yourself in cultures across Africa, Asia, Eurasia, Latin America, or the Middle East.
Receive up to $25,000 for 25-52 weeks abroad (preferred duration).
Fulfill a one-year federal service requirement after completion, working in national security positions.",https://www.borenawards.org/?mc_cid=317720c102
"Fellowship, International Affairs",Council on Foreign Relations,"USA, ▪ ...","In this program, you'll bridge the gap between study and practice of U.S. foreign policy.
Undertake a 12-month placement in a new professional environment—either in government/international organizations or at CFR's offices.
Contribute to policy-relevant research and writing, particularly in areas like the RealEcon Initiative, China Strategy, technology, or climate initiatives.
Receive a $120,000 stipend while working as an independent contractor during your fellowship year.",https://www.cfr.org/fellowships/international-affairs-fellowship
AMS Congressional Fellowship (2026-2027),American Mathematical Society,"Washington, DC, ▪ ...","In this role, you'll spend a year working on the staff of a member of Congress or congressional committee, applying your mathematical expertise to legislative and policy areas.
Participate in orientation on congressional operations and a year-long seminar series on science, technology, and public policy.
Apply analytical abilities and mathematical sciences background to assist the decision-making process in Congress.
Contribute to policy work requiring scientific and technical input during the September 2026-August 2027 fellowship period.",https://www.ams.org/government/government/ams-congressional-fellowship
"Postdoctoral Associate, Cyber Security / Cyber Conflicts / Digital Economics","Yale University, Digital Ethics Center","New Haven, CT, ▪ ...","In this role, you'll conduct research on cyber security, cyber conflicts, or digital economics at Yale's Digital Ethics Center.
Publish high-quality, peer-reviewed articles in leading academic journals.
Collaborate with DEC and Yale faculty on multidisciplinary projects exploring digital ethics.
Contribute to policy and legal debates on digital ethics at national and international levels.
Address the governance, ethical, legal, and societal implications posed by digital technologies, including AI, robotics, social media, and the Web.",https://dec.yale.edu/join-us/researchers
"Security Software Engineer, Detection Platform, Insider Risk",Anthropic,"San Francisco Bay Area, ▪ ...","In this role, you'll develop and maintain insider risk detection systems to proactively identify and respond to potential security incidents.
Support detection engineering by designing and maintaining rules, alerting logic, and automation pipelines.
Translate business requirements into effective tooling for insider risk investigators.
Develop and operationalize threat indicators, scenarios, and mitigation strategies across endpoints and identity systems.
Implement data loss prevention controls and partner with investigators on technical investigations of suspicious activities.",https://boards.greenhouse.io/anthropic/jobs/4740845008
Senior ML Product Manager,Elicit,"Remote, USA, ▪ ...","In this role, you'll lead machine-learning based projects from concept through launch, setting the product vision and driving projects end-to-end from prototype to implementation.
Solve Elicit’s toughest product challenges by pushing the progression of the product and shaping how Elicit works to deliver the most accurate information.
Develop a deep understanding of user behaviors and drive user research to guide the best user outcomes.
Ensure the success of new Elicit features by defining the product strategy, success metrics, and ensuring high-quality implementation and shipping.",https://elicit.com/careers?ashby_jid=2c18fbc6-2e1a-4ba1-a1b2-73db54bc95ca
"Intern, Critical Minerals Security Program (Fall 2025)",Center for Strategic and International Studies,"Washington, DC, ▪ ...","In this role, you'll support the Critical Minerals Security Program's research on supply chains and policy solutions for minerals critical to national security.
Conduct research on critical minerals supply chains and monitor key developments in the field.
Compile, organize, and analyze relevant data on critical minerals.
Provide logistical and administrative support for program events and routine office tasks.
Promote program events and publications on social media platforms and attend external events to take notes and write summaries.",https://careers.csis.org/opportunities/1669
"Internship, Programming (Spring 2026)",Carnegie Council for Ethics in International Affairs,"New York, NY, ▪ ...","In this role, you'll support Carnegie Council's Next Generation Leadership initiative through research, communications, and administrative projects.
Assist in developing curriculum themes and support Accelerator programmatic efforts.
Provide research for speaker series and support planning of online and hybrid events.
Help draft reports, impact statements, and letters of inquiry.
Support Carnegie Ethics Fellows and College Program initiatives while assisting with donor materials and fundraising research.",https://www.carnegiecouncil.org/about/jobs/2026-spring-programming-internship
"Intern, Tech Policy (Spring 2026)",Center for European Policy Analysis,"Washington, DC, ▪ ...","In this role, you'll explore how technology is reshaping geopolitics while supporting the Tech Policy team at CEPA.
Conduct research on technology policy, innovation, and transatlantic cooperation.
Assist in organizing events including panel discussions, workshops, and roundtables.
Monitor developments in tech policy areas such as AI, export controls, and data sovereignty.
Help prepare reports, policy briefs, and support outreach to policymakers and industry leaders.",https://apply.appone.com/job/68c19d76b32f7c1a8aede55d
"Intern, Transatlantic Defense and Security (Spring 2026)",Center for European Policy Analysis,"Washington, DC, ▪ ...","In this role, you'll help shape policy debates and develop solutions for transatlantic security challenges within CEPA's Defense and Security program.
Conduct research and analysis on NATO, regional issues, and emerging security threats.
Draft policy briefs, reports, and articles related to defense and security policy.
Support the organization of events including roundtables, workshops, and public discussions.
Monitor key developments in defense and security policy across Europe and North America.",https://apply.appone.com/job/68c1a09a520a30f51e313f6e
"Postdoctoral Research Associate, Program on Science and Global Security","Princeton University, School of Public and International Affairs","Princeton, NJ, ▪ ...","In this role, you'll advance research on nuclear arms control, disarmament, and security challenges associated with emerging technologies like AI, quantum tech, and space systems.
Participate in collaborative projects and help mentor graduate students in the Program.
Contribute to the SGS seminar series and other Program activities.
Assist with relevant undergraduate or graduate courses.
Develop technical and policy research to advance national and international policies for a safer world.",https://puwebp.princeton.edu/AcadHire/apply/application.xhtml?listingId=38301
Application Security Engineering Manager,Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ Seattle metro area, ▪ ...","In this role, you'll lead the Application Security team to ensure the security and integrity of Anthropic's products and third-party software.
Oversee ""shift left"" security efforts in the software development lifecycle, focusing on automation and scalability.
Manage vulnerability programs, security partnerships, and bug bounty initiatives.
Develop security policies, standards, playbooks, and secure coding training content.
Build partnerships with product and research teams to instill security best practices while growing a team of Application Security engineers.",https://boards.greenhouse.io/anthropic/jobs/4562813008
"Senior Director, AI Services",Frontier,"Washington, DC, ▪ Remote, Global, ▪ Remote, USA, ▪ ...","In this role, you'll lead Frontier's AI practice, developing new business, managing client relationships, and pioneering capability development.
Grow the AI business through strategic partnerships, hiring talent, and managing P&L.
Lead delivery of AI client engagements and maintain key client relationships.
Develop strategic plans and business development roadmaps for Frontier AI.
Cultivate deep technical expertise in AI safety and related solutions while managing a team of engineers and advisors.",https://www.imaginefrontier.com/senior-director-of-artificial-intelligence
"Infrastructure Security Engineer, Datacenter",xAI,"San Francisco Bay Area, ▪ ...","In this role, you'll design, implement, and maintain secure on-prem datacenter infrastructure to protect AI supercomputing environments.
Develop secure datacenter architectures including physical access controls, HSMs, GPU security, BIOS hardening, and network segmentation.
Create Infrastructure as Code templates with embedded security controls for secure bare metal deployments.
Conduct security assessments and vulnerability analysis of datacenter infrastructure, servers, GPUs, and firmware.
Implement datacenter security tools and collaborate with operations teams.",https://job-boards.greenhouse.io/xai/jobs/4875081007
"AI Tutor, AI Safety",xAI,"San Francisco Bay Area, ▪ ...","In this role, you'll train and refine Grok AI to implement strong safeguards against misuse and vulnerabilities while minimizing existential risks.
Provide labels, annotations, and inputs on safety protocols, risk scenarios, and policy compliance using proprietary software.
Collaborate with technical staff to develop tasks that improve AI's ability to detect and resist unsafe behaviors.
Work with teams to improve annotation tools for more efficient workflows.
Identify and test AI model vulnerabilities, including jailbreaking methods, to enhance safety mechanisms.",https://job-boards.greenhouse.io/xai/jobs/4876457007
"Policy Officer, Artificial Intelligence","European Union, European Commission","San Francisco Bay Area, ▪ ...","In this role, the AI Policy Officer will support supervisory work and will monitor developments relevant to compliance of providers of generative AI models with the EU AI Act.
Help assess compliance with the decisions of the European Commission.
Monitor positions and reactions of industry, stakeholders, and media to implementation and enforcement decisions.
Track technological developments relevant to effective EU AI Act implementation and enforcement.
Compile feedback from civil society organisations, academia, and companies about practices of AI providers.",https://international-partnerships.ec.europa.eu/document/download/f6236005-a46a-4e25-9f2e-b2669dccb6bc_en
Policy Director,PauseAI,"London, UK, ▪ Remote, USA, ▪ Remote, Europe, ▪ ...","In this role, you'll lead PauseAI Global's regulatory and policy analysis across the global AI governance landscape.
Develop comprehensive policy positions and build relationships with key government and regulatory stakeholders.
Monitor AI policy developments, create detailed proposals, and provide briefings to parliamentarians and regulators.
Coordinate international policy alignment across PauseAI national chapters toward achieving a Pause treaty.
Train and mentor volunteers to effectively present PauseAI's campaign and policy goals to decision-makers.",https://pauseai.info/policy-director-vacancy
Associate Fellow,Center for a New American Security,"Washington, DC, ▪ ...","In this role, you'll lead research on AI security and stability risks as part of a three-year CNAS initiative to advance policy solutions.
Conduct research projects exploring AI security risks and mitigation strategies, producing high-quality reports and policy analyses.
Engage with senior government officials, technology leaders, and experts through events, working groups, and consultative meetings.
Develop project proposals, manage budgets, and liaise with current and prospective donors.",https://www.cnas.org/careers/associate-fellow-2
Various Opportunities,AI & Democracy Foundation,"San Francisco Bay Area, ▪ ...","In this role, you'll help build democratic infrastructure for the AI era at the AI and Democracy Foundation.
Partner with the CEO to shape strategy, lead initiatives, and manage teams (Managing Director).
Drive complex, multi-stakeholder initiatives with expertise in AI governance or safety (Program Director).
Provide high-level administrative support to the CEO, managing communications and coordination (Executive Assistant).
Contribute your expertise in AI deliberative democracy or governance as a senior team member.",https://docs.google.com/forms/d/e/1FAIpQLSeJ8eNhZe_5u_47piH6g8m18BwCMpYzeEX0Z9zx-55dXu61Tg/viewform
Technical Staff,Redwood Research,"San Francisco Bay Area, ▪ ...","In this role, Redwood Research staff think carefully about threat models associated with AI, analyze countermeasures, and communicate their results.
Analyse threat models of artificial intelligence systems and identify potential vulnerabilities.
Develop and test countermeasures for identified AI threats using empirical methods.
Communicate findings through research papers, focusing on safety and alignment of AI.
Collaborate with the team to ensure AI systems are developed with safety and ethics in mind.",https://www.redwoodresearch.org/careers
"Head of Policy, Compliance and Government Affairs, AI Safety and Security",HydroX AI,"San Jose, CA, ▪ ...","In this role, you'll lead policy, compliance, and government affairs for an AI safety startup, bridging regulations with product development.
Monitor global AI regulations and anticipate compliance needs across multiple jurisdictions.
Convert regulatory requirements into actionable product specifications for engineering teams.
Build relationships with policymakers and represent the company in regulatory consultations.
Develop thought leadership content and train internal teams on regulatory developments.",https://www.linkedin.com/jobs/view/4293144297/?alternateChannel=search&refId=hrKrXnLLdgViqGeOZXjZAg%3D%3D&trackingId=T%2FeF%2FqLTL6ZGpttCmTlm0w%3D%3D
"Senior Staff ML Engineer, AI Safety and Evaluation",A10 Networks,"San Jose, CA, ▪ ...","In this role, you'll lead efforts in designing, building, and evaluating next-generation safety mechanisms for foundation models.
Lead development of model-level safety defenses to mitigate jailbreaks and non-compliant outputs.
Design evaluation pipelines to detect edge cases and vulnerabilities in LLM behavior.
Contribute to adversarial testing and red teaming workflows to identify model safety gaps.
Stay current on LLM safety research and translate emerging threats into practical defenses.",https://osv-a10networks.wd5.myworkdayjobs.com/en-US/A10CareerSite/job/Senior-Staff-ML-Engineer---AI-Safety---Evaluation_R-101105
"Intern, Futures Lab (Fall 2025)",Center for Strategic and International Studies,"Washington, DC, ▪ ...","In this role, you'll support the CSIS Futures Lab with research and administrative tasks focused on national security policy.
Conduct data collection, wrangling, and analysis to support evidence-based policy recommendations.
Assist with event planning, including drafting invitations, preparing materials, and staffing events.
Take notes at meetings and create summaries of events and discussions.
Perform administrative duties such as document assembly, printing, and logistics for wargames and tabletop exercises.",https://careers.csis.org/opportunities/1685
Senior Technology Specialist,GiveWell,"USA, ▪ ...","In this role, you'll ensure GiveWell's team has the best possible experience with technology tools while maintaining security and operational efficiency.
Administer core productivity systems including Google Workspace, Asana, and Slack, handling user management and security configurations.
Manage technology deployments including new hire laptops, hardware inventory, and troubleshooting across macOS and Windows environments.
Lead technology projects such as tool rollouts, workflow optimizations, and system migrations to improve organizational effectiveness.",https://grnh.se/awmvo9218us
"Member of Technical Staff, Reasoning, Alignment",xAI,"San Francisco Bay Area, ▪ ...","In this role, you'll design and develop safety-related behaviors for xAI's frontier AI systems across all stages of model development.
Train Grok to act according to its design, even in adverse situations.
Quantify and reduce deceptive, sycophantic, and power-seeking behaviors in AI systems.
Develop novel reasoning training recipes to achieve alignment objectives.
Build ecologically valid benchmarks to assess agentic propensities and capabilities.",https://job-boards.greenhouse.io/xai/jobs/4855263007
Lead Research Software Engineer,"Princeton University, Laboratory for Artificial Intelligence","Princeton, NJ, ▪ ...","In this role, you'll lead a team of Research Software Engineers working on innovative solutions for large AI models within Princeton's Language and Intelligence Initiative.
Oversee software development projects, establish priorities, and implement best practices for the PLI team.
Develop and maintain infrastructure for training, fine-tuning, and prompting large AI models.
Collaborate with researchers to improve AI models, conduct experiments, and co-author publications.
Mentor and train team members in advanced computational techniques and AI-specific topics.",https://main-princeton.icims.com/jobs/19506/lead-research-software-engineer/job?hub=15&_g[%E2%80%A6]true&needsRedirect=false&jan1offset=-300&jun1offset=-240
"Research Engineer, Interpretability",Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ Seattle metro area, ▪ ...","The Interpretability team’s mission is to reverse engineer how trained models work.
In this role, you'll implement and analyse research experiments, both quickly in toy scenarios and at scale in large models.
Set up and optimise research workflows to run efficiently and reliably at large scales.
Build tools and abstractions to support a rapid pace of research experimentation.
Develop and improve tools and infrastructure to support other teams in using Interpretability’s work to improve model safety.",https://boards.greenhouse.io/anthropic/jobs/4020305008
Philanthropy Associate,GiveWell,"USA, ▪ ...","In this role, you'll manage and cultivate relationships with a portfolio of six-figure donors, serving as their advisor to align GiveWell's high-impact opportunities with their giving priorities.
Build trust-based relationships with approximately 100 donors through regular calls and in-person meetings.
Offer personalized giving advice and create individualized stewardship plans that increase donor confidence.
Collaborate with communications, research, and other teams to enhance donor experience and messaging.
Maintain comprehensive donor information in CRM systems.",https://grnh.se/offtpdi88us
"Research Engineer / Scientist, Interpretability",OpenAI,"San Francisco Bay Area, ▪ ...","In this role, you'll develop research on techniques for understanding representations of deep networks to ensure AI safety.
Conduct mechanistic interpretability research to understand model behavior.
Engineer infrastructure for studying model internals at scale.
Collaborate across teams on projects uniquely suited to OpenAI's resources.
Guide research directions toward demonstrable usefulness and long-term scalability for safe AGI.",https://openai.com/careers/research-engineer-scientist-interpretability-san-francisco/
Content and Community Manager,OpenMined,"Remote, USA, ▪ Remote, Canada, ▪ Remote, Africa, ▪ ...","In this role, you'll grow and engage OpenMined's global community of privacy researchers, engineers, and early adopters through content strategy and community management.
Manage engagement across multiple platforms including Slack, LinkedIn, Twitter, and YouTube.
Create and execute multi-channel content calendars aligned with product initiatives.
Write and repurpose technical content for different audiences and platforms.
Track engagement metrics and experiment with new formats to increase community participation.",https://apply.workable.com/openmined/j/6653032342/
Technical Product Marketer,OpenMined,"Remote, USA, ▪ ...","In this role, you'll translate complex technical products into clear messaging and marketing assets that drive adoption.
Develop positioning, messaging, and campaign frameworks for early-stage ideas.
Create technical marketing assets including demo apps, code snippets, and how-to guides.
Produce developer-focused content such as blogs, documentation, and launch posts.
Leverage AI-driven workflows to increase output, automate repetitive work, and improve marketing efficiency.",https://apply.workable.com/openmined/j/6265747687/
PhD Research Fellow,Patronus AI,"New York, NY, ▪ San Francisco Bay Area, ▪ ...","In this role, you'll conduct advanced research on LLM evaluation, AI safety, and model alignment as part of Patronus AI's Applied Research team.
Design and build high-quality evaluation datasets using synthetic and public data sources.
Write robust, production-grade code to support scalable AI systems and experiments.
Publish research findings and present at leading venues both internally and externally.
Collaborate cross-functionally to apply research outcomes to product development and infrastructure.",https://ats.rippling.com/patronus-ai-jobs/jobs/61330cd3-cf45-4229-9e0e-703c1d1dca06
Machine Learning Infrastructure Engineer,Gray Swan,"Pittsburgh, PA, ▪ Remote, Global, ▪ ...","In this role, you'll build robust, scalable ML infrastructure for distributed inference and training that powers an AI security platform.
Build and scale GPU inference systems with vLLM for high-throughput, low-latency LLM serving.
Optimize performance through batching, caching, quantization, and hardware-specific strategies to maximize efficiency.
Create deployment pipelines with automated testing, progressive rollouts, and instant rollbacks.
Establish comprehensive observability with metrics, distributed tracing, and alerting systems.",https://app.dover.com/apply/GraySwanAI/05a2d6e1-5ae9-403e-8e8e-51262b33ce28
"Principal Scientist, Artificial Intelligence and Large Language Models",Gates Foundation,"Seattle metro area, ▪ ...","In this role, you'll develop and implement strategic AI initiatives to create positive impact in global health and development using large language models.
Prototype innovative AI solutions that demonstrate possibilities in rapidly evolving fields.
Collaborate with topic experts, field partners, and policymakers to build solutions for underserved populations.
Provide subject matter expertise and strategic counsel on AI and LLM efforts across the foundation.
Establish relationships with academic and industry partners to accelerate AI strategic initiatives.",https://gatesfoundation.wd1.myworkdayjobs.com/en-US/Gates/job/Seattle-WA/Principal-Scientist--Artificial-Intelligence-and-Large-Language-Models--2-year-LTE--_B020586-1
Scowcroft-Nye Fellowship,Aspen Institute,"Washington, DC, ▪ ...","As a Scowcroft-Nye Fellow, you'll support the Aspen Strategy Group, gaining hands-on experience in national security and foreign policy.
Provide administrative and logistical support for conferences and convenings, including the ASG Summer Workshop and Aspen Security Forum.
Generate conference materials, draft correspondence, and take substantive notes during meetings.
Conduct background research on foreign affairs and assist in writing briefings, memos, and reports.
Curate content for social media platforms and the weekly newsletter while maintaining attention to detail.",https://aspeninstitute.hrmdirect.com/employment/job-opening.php?req=3491954&req_loc=963960&&#job
"Intern, Software Engineering",Haize Labs,"New York, NY, ▪ ...","In this role, you'll help develop a reliability platform for LLM applications with a focus on testing, verification, and deployment.
Work directly with customers to adapt core R&D for different domains.
Build core infrastructure, cloud tooling, and UX around evaluation algorithms.
Ship tools used by AI application developers worldwide.
Contribute to developing new primitives, frameworks, and algorithms for robust LLM applications.",https://job-boards.greenhouse.io/haizelabs/jobs/4685944008
"Research Scientist / Engineer, Alignment Finetuning",Anthropic,"San Francisco Bay Area, ▪ ...","In this role, you will lead the development and implementation of techniques aimed at training language models that are more aligned with human values.
Develop and implement novel finetuning techniques using synthetic data generation and advanced training pipelines.
Train models to improve alignment properties, such as honesty, character, and harmlessness.
Create and maintain evaluation frameworks to measure alignment properties in models.
Collaborate across teams to integrate alignment improvements into production models.",https://boards.greenhouse.io/anthropic/jobs/4520279008
Visiting AI Security Resident,RAND Corporation,"Washington, DC, ▪ Pittsburgh, PA, ▪ Los Angeles, CA, ▪ Boston metro area, ▪ ...","In this role, you'll manage and lead projects that impact AI and cybersecurity policy at high levels of government and industry.
Address key questions related to securing AI systems and examining their policy implications.
Lead projects to develop AI-specific threat models, build software tools for AI cyber capability evaluations, or identify critical areas for new security RandD.
Communicate work results to audiences through policy briefs and detailed written research products.
Focus on shaping recommendations for the White House, regulatory agencies, and industry leaders.",https://rand.wd5.myworkdayjobs.com/en-US/External_Career_Site/job/Washington-DC-DC-Metro-Area/Visiting-AI-Security-Resident_R3005
"Research Scientist, Interpretability",Anthropic,"San Francisco Bay Area, ▪ New York, NY, ▪ Seattle metro area, ▪ ...","Develop methods for understanding large language models by reverse engineering the algorithms learned in their weights.
Design and execute robust experiments in both toy scenarios and large-scale models.
Build infrastructure for conducting experiments and visualizing results.
Collaborate with colleagues to communicate results internally and publicly.
Articulate motivations behind work and communicate findings, including null results.",https://boards.greenhouse.io/anthropic/jobs/4020159008
Expression of Interest,AI Futures Project,"San Francisco Bay Area, ▪ Washington, DC, ▪ ...","Express interest in working with the AI Futures Project.
The project seeks mission-aligned people across a wide range of domains—including policy, research, operations, strategy, and more.",https://docs.google.com/document/d/1r5YKOUi6gMUZoZvAEh0tHbbHM9RKYk6ONEkw_Tpizb0/preview?tab=t.0
"Security Engineer, Detection and Response, US",OpenAI,"San Francisco Bay Area, ▪ New York, NY, ▪ ...","In this role, you'll drive detection and response security initiatives at OpenAI, focusing on infrastructure and operations while contributing as a security generalist.
Innovate on detection and response infrastructure, including building tools for managing detection rules.
Develop, measure, and tune detection rules to ensure effective security operations.
Automate manual response processes and ensure visibility across OpenAI's endpoint fleet.
Drive improvements across identity access management, device management, and cloud environments.",https://openai.com/careers/security-engineer-detection-and-response-san-francisco/
"Research Fellow, AI Interpretability",Goodfire,"San Francisco Bay Area, ▪ ...","In this fellowship, you will execute a research project in AI interpretability. 
Execute an assigned interpretability research project according to established methodology. 
Produce a co-authored research blog post by program completion. 
Implement feedback from mentors while maintaining independent execution capability. 
Commit approximately 20 hours per week.",https://job-boards.greenhouse.io/goodfire/jobs/4499053008
"Fellowship, Science, Technology and Policy Program, Office of Policy","US Government, Department of Energy","Washington, DC, ▪ ...","In this fellowship, you'll contribute to energy policy analysis and research within the DOE's Office of Policy, gaining hands-on experience in federal energy technology policy development.
Conduct technical and economic research involving data analysis, regulatory assessment, and modeling in areas like power sector, critical minerals, energy jobs, or permitting.
Produce research deliverables including reports, presentations, briefing papers, and other written materials.
Collaborate with Office of Policy staff on policy analysis projects and assignments.",https://www.zintellect.com/Opportunity/Details/DOE-STP-OP-2025-0001
Harris Social Impact Fellowship,"University of Chicago, Harris School of Public Policy Studies","Chicago, IL, ▪ ...","*This is an 11-month fellowship blending intensive policy analysis training with hands-on placement at a research center or policy institute. * For recent graduates and early career professionals with strong STEM skills. * Complete 8 weeks of academic coursework in data analytics, economic analysis, and analytical politics. * Engage in 9 months of immersive learning tackling urgent social issues like education, public safety, and climate change. * Develop a capstone project addressing a real-world policy challenge with a mission-driven organization.",https://info.harris.uchicago.edu/social-impact-fellowship
