job_title,company,location,job_link,has_keyword,Work Type,Employer Type,Policy,AI Governance,Responsible AI,Cybersecurity,Privacy,Data Governance,Data Science,Digital Governance,Digital Ethics,Digital Inclusion,Digital Rights,Civic Tech,Social Impact,Trust & Safety,Human Rights,Human-Centered Design,UX Design,Research,Education,Arts,Journalism,Language,Ethics,History,Culture,Developer,Open Source,Other
Application Analyst - Business Productivity,Public Library of Science,United States; Remote,https://jobs.ffwd.org/companies/public-library-of-science-2/jobs/61147372-application-analyst-business-productivity#content,yes,Remote,Private,yes,no,no,yes,yes,yes,yes,no,no,yes,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no
Manager of Product Design,Carina,"Washington, USA",https://jobs.ffwd.org/companies/carina-2/jobs/61144076-manager-of-product-design#content,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,yes,yes,no,no
"Director, AI Opportunity",datadotorg,"Remote; Chicago, IL, USA",https://jobs.ffwd.org/companies/datadotorg/jobs/61142424-director-ai-opportunity#content,yes,Remote,Government,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no
Data Scientist,datadotorg,United States; Remote,https://jobs.ffwd.org/companies/datadotorg/jobs/61142422-data-scientist#content,yes,Remote,Private,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no
"Senior Analyst, Climate Philanthropy & Investing",Project Drawdown,"San Francisco, CA, USA; Sausalito, CA, USA",https://drawdown.org/careers/senior-analyst-climate-philanthropy-investing?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,Remote,Private,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
Lead Product Designer,Allen Institute for Artificial Intelligence,"Seattle, WA, USA",https://jobs.ffwd.org/companies/allen-institute-for-artificial-intelligence/jobs/61140807-lead-product-designer#content,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,no,no,yes,yes,no,no
Volunteer Recruiters - 2025,We Vote,"California, USA",https://www.linkedin.com/jobs/view/volunteer-recruiters-2025-at-wevote-4315988428?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,Remote,Private,yes,no,no,no,yes,no,yes,no,no,yes,no,yes,yes,no,no,no,no,yes,yes,no,no,yes,no,no,no,no,no,no
Newsletter Writer/Content Developer,We Vote,"California, USA",https://www.linkedin.com/jobs/view/newsletter-writer-content-developer-at-wevote-4315996344?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,Remote,Private,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no
Psychometrician,Khan Academy,"United States; California, USA; Canada; Mountain View, CA, USA; Hawaii, USA",https://jobs.ffwd.org/companies/khan-academy/jobs/61069270-psychometrician#content,yes,Remote,Non-profit,yes,no,yes,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,no,no,no
Project Management Volunteer,DAP - SmartResponse,"Rockville, MD, USA",https://www.volunteermatch.org/en/volunteer-opportunity/7ae2b10d192542739f415c004e136f7b-project-management-volunteer-disaster-accountability-project-rockville?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
"Senior Associate, Board Relations and Development",Rainforest Alliance,"New York, NY, USA",https://jobs.ffwd.org/companies/rainforest-alliance/jobs/61059169-senior-associate-board-relations-and-development#content,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,yes,yes,no,no,no
"Program Manager, Global Strategic Partnerships",Project Drawdown,"San Francisco, CA, USA; Sausalito, CA, USA",https://drawdown.org/careers/program-manager-global-strategic-partnerships?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,Remote,Private,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no
Senior Product Designer,Candid,United States,https://jobs.ffwd.org/companies/candid-2-9da3cef3-635b-410d-ad3e-12649dde7b51/jobs/61053695-senior-product-designer#content,yes,Remote,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,yes,yes,yes,no,yes,yes,no,no,no,yes,no,no,no
Senior Product Manager,Candid,United States,https://jobs.ffwd.org/companies/candid-2-9da3cef3-635b-410d-ad3e-12649dde7b51/jobs/61053697-senior-product-manager#content,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,yes,yes,no,no,no,yes,no,no,no
"Executive Assistant, School Programs & Consulting",The Jed Foundation (Jed),"New York, NY, USA",https://jobs.ffwd.org/companies/the-jed-foundation-jed-2/jobs/61051155-executive-assistant-school-programs-consulting#content,yes,On-site,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
"Senior Advisor, AI Strategy & Ecosystem Partnerships",datadotorg,"Remote; Seattle, WA, USA",https://jobs.ffwd.org/companies/datadotorg/jobs/60994749-senior-advisor-ai-strategy-ecosystem-partnerships#content,yes,Remote,Government,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,no,yes,no,no
Product Growth Manager,Recidiviz,"Remote; Oakland, CA, USA; New York, NY, USA",https://jobs.ffwd.org/companies/recidiviz/jobs/60986771-product-growth-manager#content,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,yes,yes,no,no
"Full Stack Engineer, AI",GoodParty.org,United States; Remote,https://jobs.ffwd.org/companies/goodparty-org-2-c0d9db61-8b83-4c1d-83b8-5a63eed7ab6f/jobs/60951887-full-stack-engineer-ai#content,yes,Remote,Government,yes,no,yes,no,yes,no,yes,no,no,no,no,yes,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no
"Project Manager, Video Team",We Vote,"California, USA",https://www.linkedin.com/jobs/view/project-manager-video-team-at-wevote-4316420277?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,yes,yes,no,yes,no,no,no,no,no,no
"Audio Generation & QA Specialist, Khan Kids (Part-time contract, up to 20 hours/week; $40-50/hr)",Khan Academy,"United States; California, USA; Canada; Mountain View, CA, USA; Hawaii, USA",https://jobs.ffwd.org/companies/khan-academy/jobs/60819998-audio-generation-qa-specialist-khan-kids-part-time-contract-up-to-20-hours-week-40-50-hr#content,yes,On-site,Non-profit,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no
Senior People Business Partner,Stellar Development Foundation,"San Francisco, CA, USA",https://jobs.ffwd.org/companies/stellar-development-foundation/jobs/60812421-senior-people-business-partner#content,yes,On-site,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,yes,no,no
Political Data Intern - Fall/Spring 2025,We Vote,"California, USA",https://jobs.ffwd.org/companies/we-vote/jobs/60780906-political-data-intern-fall-spring-2025#content,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,yes,yes,no,no,yes,no,no,no,no
"Chief of Staff, Sustainer Program (Donor Relations)",We Vote,"California, USA",https://www.linkedin.com/jobs/view/chief-of-staff-sustainer-program-donor-relations-at-wevote-4313041224?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,On-site,Non-profit,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no
Crisis Counselor Supervisor (PRN) Hiring Event,Crisis Text Line,United States,https://jobs.ffwd.org/companies/crisis-text-line/jobs/60756327-crisis-counselor-supervisor-prn-hiring-event#content,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no
"Senior Content Creator, Test Prep and ELA (24 months fixed-term)",Khan Academy,"United States; Mountain View, CA, USA; Hawaii, USA; Remote",https://jobs.ffwd.org/companies/khan-academy/jobs/60755069-senior-content-creator-test-prep-and-ela-24-months-fixed-term#content,yes,Remote,Non-profit,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,yes,yes,yes,no,no
"Senior Fellow, Tax Policy Center",Urban Institute,"Washington, DC, USA",https://jobs.ffwd.org/companies/urban-institute/jobs/60752385-senior-fellow-tax-policy-center#content,yes,On-site,Government,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
IT Operations Manager,Stellar Development Foundation,"New York, NY, USA",https://jobs.ffwd.org/companies/stellar-development-foundation/jobs/60697771-it-operations-manager#content,yes,Remote,Government,yes,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,yes,yes,yes,no,no,yes,yes,no,no
Senior Product Designer (Temporary Full Time Position),Tidepool.org,"Palo Alto, CA, USA",https://jobs.ffwd.org/companies/tidepool-org/jobs/60650754-senior-product-designer-temporary-full-time-position#content,yes,Remote,Government,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
Android Board Support Packages (BSP) Engineer,Calyx Institute,United States,https://jobs.ffwd.org/companies/calyx-institute/jobs/60647207-android-board-support-packages-bsp-engineer#content,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,yes,yes,no,no,no,no,yes,no,no
Program Specialist,PlayWorks,"Philadelphia, PA, USA",https://jobs.ffwd.org/companies/playworks/jobs/60644826-program-specialist#content,yes,On-site,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
"Assessment Content Creator, Algebra II (12 months fixed-term)",Khan Academy,"United States; Mountain View, CA, USA; Hawaii, USA; Remote",https://jobs.ffwd.org/companies/khan-academy/jobs/60609321-assessment-content-creator-algebra-ii-12-months-fixed-term#content,yes,Remote,Non-profit,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no
"Senior Associate, People Operations",Think of Us,"Washington, DC, USA",https://jobs.ffwd.org/companies/think-of-us/jobs/60605011-senior-associate-people-operations#content,yes,Remote,Government,yes,no,yes,yes,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no
"Executive Director, EMERGE Connecticut",A Way Home Washington,"New Haven, CT, USA",https://jobs.ffwd.org/companies/a-way-home-washington/jobs/60603325-executive-director-emerge-connecticut#content,yes,On-site,Government,yes,no,yes,no,yes,no,no,no,no,yes,no,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,yes,yes,no,no,no
"Co-Director, Urban-Brookings Tax Policy Center",Urban Institute,"Washington, DC, USA",https://jobs.ffwd.org/companies/urban-institute/jobs/60593544-co-director-urban-brookings-tax-policy-center#content,yes,On-site,Government,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
Director of Innovation and Partnerships,datadotorg,"Princeton, NJ, USA; Remote",https://jobs.ffwd.org/companies/datadotorg/jobs/60588961-director-of-innovation-and-partnerships#content,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
"Education Partnerships Manager (Midwest, Remote)",MIND Research Institute,United States; Remote,https://jobs.ffwd.org/companies/mind-research-institute/jobs/60587308-education-partnerships-manager-midwest-remote#content,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
"Outreach Manager, Community Partnerships",We Vote,"California, USA",https://jobs.ffwd.org/companies/we-vote/jobs/60565699-outreach-manager-community-partnerships#content,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,yes,no,no,no,no,no,no,no
"Outreach Manager, Political Campaigns",We Vote,"California, USA",https://jobs.ffwd.org/companies/we-vote/jobs/60565700-outreach-manager-political-campaigns#content,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
Motion Graphics Designer-Animator,We Vote,"California, USA",https://jobs.ffwd.org/companies/we-vote/jobs/60565698-motion-graphics-designer-animator#content,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no
Staff Product Manager,GoodParty.org,United States; Remote,https://jobs.ffwd.org/companies/goodparty-org-2-c0d9db61-8b83-4c1d-83b8-5a63eed7ab6f/jobs/60510582-staff-product-manager#content,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
Sr. Product Manager,GoodParty.org,United States; Remote,https://jobs.ffwd.org/companies/goodparty-org-2-c0d9db61-8b83-4c1d-83b8-5a63eed7ab6f/jobs/60510580-sr-product-manager#content,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no
Program Manager,Avela,"San Francisco, CA, USA",https://jobs.ffwd.org/companies/avela/jobs/60506512-program-manager#content,yes,Remote,Non-profit,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,yes,no,no
Research Fellow,Project Drawdown,"San Francisco, CA, USA; Sausalito, CA, USA",https://drawdown.org/careers/research-fellow-1?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no
"Assistive Technology Specialist (Screen Reader) (10 Hours Per Week, 6 Months/ $80hr)",Khan Academy,"United States; Mountain View, CA, USA; Hawaii, USA; Remote",https://jobs.ffwd.org/companies/khan-academy/jobs/60500193-assistive-technology-specialist-screen-reader-10-hours-per-week-6-months-80hr#content,yes,Remote,Non-profit,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,yes,no,no
"Senior Manager, People Operations",Allen Institute for Artificial Intelligence,"Seattle, WA, USA",https://jobs.ffwd.org/companies/allen-institute-for-artificial-intelligence/jobs/60491272-senior-manager-people-operations#content,yes,On-site,Government,yes,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
Chief Development Officer,Think of Us,"Washington, DC, USA",https://jobs.ffwd.org/companies/think-of-us/jobs/60419655-chief-development-officer#content,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no
Board Member: Disaster Relief/Humanitarian Community Background - Disaster Accountability Project,DAP - SmartResponse,"Rockville, MD, USA",https://www.volunteermatch.org/en/volunteer-opportunity/c1bfe8a7414e43698e0d14626506360d-board-member-disaster-reliefhumanitarian-community-background-disaster-accountability-project-disaster-accountability-project-rockville?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Nonprofit Org Outreach to Improve Disaster Relief & Humanitarian Aid,DAP - SmartResponse,"Rockville, MD, USA",https://www.volunteermatch.org/en/volunteer-opportunity/da5b5616c4454cd891a8808cfaa10bfb-nonprofit-org-outreach-to-improve-disaster-relief-humanitarian-aid-disaster-accountability-project-rockville?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Corporate Philanthropy Outreach - Volunteer/Remote,DAP - SmartResponse,"Rockville, MD, USA",https://www.volunteermatch.org/en/volunteer-opportunity/46b4a35469824a02af905aa83c8f262f-corporate-philanthropy-outreach-volunteerremote-disaster-accountability-project-rockville?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Global Network Engagement Volunteer (remote),DAP - SmartResponse,"Rockville, MD, USA",https://www.volunteermatch.org/en/volunteer-opportunity/af62bed3a85e430381f0539291c10967-global-network-engagement-volunteer-remote-disaster-accountability-project-rockville?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Volunteer Zoom Webinar Manager/Producer,DAP - SmartResponse,"Rockville, MD, USA",https://www.volunteermatch.org/en/volunteer-opportunity/b5c187aabc124b18a834285c09efc827-volunteer-zoom-webinar-managerproducer-disaster-accountability-project-rockville?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Volunteer Angular 10/ Front-End Developer to Improve Disaster Relief!,DAP - SmartResponse,"Rockville, MD, USA",https://www.volunteermatch.org/en/volunteer-opportunity/3604fc81e85345619f70e9f0490fd04a-volunteer-angular-10-front-end-developer-to-improve-disaster-relief-disaster-accountability-project-rockville?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,yes,no,no
Seeking Google Ads Professional to Improve Disaster Relief Globally (volunteer),DAP - SmartResponse,"Rockville, MD, USA",https://www.volunteermatch.org/en/volunteer-opportunity/24ed0509bbb2474d85b4f4b91e1bb497-seeking-google-ads-professional-to-improve-disaster-relief-globally-volunteer-disaster-accountability-project-rockville?utm_source=Fast+Forward+job+board&utm_medium=getro.com&gh_src=Fast+Forward+job+board,yes,Remote,Private,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no
Professional Learning Facilitator - Southeast,ZEARN,"New York, NY, USA",https://jobs.ffwd.org/companies/zearn/jobs/60335134-professional-learning-facilitator-southeast#content,yes,On-site,Non-profit,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,yes,no,no,no
Compliance Specialist,Good360,"United States; Alexandria, VA, USA",https://jobs.ffwd.org/companies/good360/jobs/60314198-compliance-specialist#content,yes,Remote,Government,yes,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no
"Senior Director, Programs",Good360,"United States; Alexandria, VA, USA",https://jobs.ffwd.org/companies/good360/jobs/60314192-senior-director-programs#content,yes,Remote,Government,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no
"Project Manager, Donor Relations",We Vote,"Washington, DC, USA",https://jobs.ffwd.org/companies/we-vote/jobs/60268295-project-manager-donor-relations#content,yes,Remote,Private,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,no,no,no,no
Deputy Executive Director,We Vote,"California, USA",https://jobs.ffwd.org/companies/we-vote/jobs/60268294-deputy-executive-director#content,yes,Remote,Non-profit,yes,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,no
"Assessment Content Creator, Middle School ELA",Khan Academy,"United States; California, USA; Canada; Mountain View, CA, USA; Hawaii, USA",https://jobs.ffwd.org/companies/khan-academy/jobs/60262159-assessment-content-creator-middle-school-ela#content,yes,Remote,Non-profit,yes,no,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,yes,no,no,no
"Senior Data Engineer, Constellation",datadotorg,United States; Remote,https://jobs.ffwd.org/companies/datadotorg/jobs/60260707-senior-data-engineer-constellation#content,yes,Remote,Private,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no
"Research Associate, Artificial Intelligence",datadotorg,"Remote; Washington, DC, USA",https://jobs.ffwd.org/companies/datadotorg/jobs/60260687-research-associate-artificial-intelligence#content,yes,Remote,Government,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,yes,no,yes,yes,yes,no,no,no,yes,no,no
Senior Culinary Manager,A Way Home Washington,"Boston, MA, USA",https://jobs.ffwd.org/companies/a-way-home-washington/jobs/60245117-senior-culinary-manager#content,yes,On-site,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,yes,no,no,no
"Senior Director, People & Culture",Think of Us,"Washington, DC, USA",https://jobs.ffwd.org/companies/think-of-us/jobs/60244203-senior-director-people-culture#content,yes,Remote,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,no,yes,no,yes,no,no,no
The Clean Fight: Partnerships Manager,New Energy Nexus,"New York, NY, USA",https://jobs.ffwd.org/companies/new-energy-nexus/jobs/60194612-the-clean-fight-partnerships-manager#content,yes,On-site,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no
The Clean Fight: Senior Analyst,New Energy Nexus,"New York, NY, USA",https://jobs.ffwd.org/companies/new-energy-nexus/jobs/60121445-the-clean-fight-senior-analyst#content,yes,On-site,Government,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,yes,no,no,no,yes,no,no,no
Director of Community Engagement,A Way Home Washington,"Boston, MA, USA",https://jobs.ffwd.org/companies/a-way-home-washington/jobs/60119390-director-of-community-engagement#content,yes,Remote,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,no,no,yes,no,no,no
Staff Engineer,Thorn,United States; Remote,https://jobs.ffwd.org/companies/thorn/jobs/60082882-staff-engineer#content,yes,Remote,Non-profit,yes,no,no,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,yes,yes,no,no,yes,yes,no,no
Fundraising Manager,GiveDirectly,United States; Remote,https://jobs.ffwd.org/companies/givedirectly-3/jobs/60027895-fundraising-manager#content,yes,Remote,Government,yes,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,no
